,instance name,number of variables,number of constraints,size,number of permuted constraints,number of permuted variables,number of permuted coef variables,number of modified coef variables,number of scaled constraints,model,solver,max scale,timeout with no decision,type of instance,origin of the MPS,result of the test,execution time,validation
155,Mat_polynomial14,38,35,1330,5,12,0,0,0,theorem_model,coinbc,10,no,equal by permutation,polynomial_fitting/,equivalent,00:09:17,valid solution
156,Mat_polynomial14,38,35,1330,5,12,0,0,0,theorem_model,chuffed,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:06,valid solution
157,Mat_polynomial14,38,35,1330,5,12,0,0,0,theorem_model,gecode,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:02,valid solution
158,Mat_polynomial14,38,35,1330,5,12,0,0,0,quadratic_model,cp-sat,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:02,valid solution
159,Mat_polynomial14,38,35,1330,5,12,0,0,0,quadratic_model,coinbc,10,no,equal by permutation,polynomial_fitting/,equivalent,00:26:32,valid solution
160,Mat_polynomial14,38,35,1330,5,12,0,0,0,quadratic_model,chuffed,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:06,valid solution
161,Mat_polynomial14,38,35,1330,5,12,0,0,0,quadratic_model,gecode,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:02,valid solution
162,Mat_polynomial14,38,35,1330,5,12,0,0,0,permutation_model,cp-sat,1,unknown,equal by permutation,polynomial_fitting/,unknown, ,no result file
163,Mat_polynomial14,38,35,1330,5,12,0,0,0,permutation_model,coinbc,1,unknown,equal by permutation,polynomial_fitting/,unknown, ,no result file
164,Mat_polynomial14,38,35,1330,5,12,0,0,0,permutation_model,chuffed,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:08,valid solution
165,Mat_polynomial14,38,35,1330,5,12,0,0,0,permutation_model,gecode,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:02,valid solution
166,Mat_polynomial14,38,35,1330,5,12,0,0,0,algo,no_solver,10,unknown-due-to-timeout,eq,polynomial_fitting/,unknown,0:31:30,no-solution-to-validate
167,Mat_polynomial14,38,35,1330,5,12,0,0,0,algo_enhanced,no_solver,10,solved-without-timeout,eq,polynomial_fitting/,equivalent,0:0:0,valid-solution
168,Mat_polynomial15,41,37,1517,10,13,0,0,0,theorem_model,cp-sat,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:02,valid solution
169,Mat_polynomial15,41,37,1517,10,13,0,0,0,theorem_model,coinbc,10,no,equal by permutation,polynomial_fitting/,equivalent,00:14:13,valid solution
170,Mat_polynomial15,41,37,1517,10,13,0,0,0,theorem_model,chuffed,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:17,valid solution
171,Mat_polynomial15,41,37,1517,10,13,0,0,0,theorem_model,gecode,10,no,equal by permutation,polynomial_fitting/,equivalent,00:00:02,valid solution
