,instance name,number of variables,number of constraints,size,number of permuted constraints,number of permuted variables,number of permuted coef variables,number of modified coef variables,number of scaled constraints,model,solver,max scale,timeout with no decision,type of instance,origin of the MPS,result of the test,execution time,validation
0,Mat_knapsack2,9,9,81,1,2,0,0,0,theorem_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:14,valid solution
1,Mat_knapsack2,9,9,81,1,2,0,0,0,theorem_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
2,Mat_knapsack2,9,9,81,1,2,0,0,0,theorem_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
3,Mat_knapsack2,9,9,81,1,2,0,0,0,theorem_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
4,Mat_knapsack2,9,9,81,1,2,0,0,0,quadratic_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:09,valid solution
5,Mat_knapsack2,9,9,81,1,2,0,0,0,quadratic_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:02,valid solution
6,Mat_knapsack2,9,9,81,1,2,0,0,0,quadratic_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:02,valid solution
7,Mat_knapsack2,9,9,81,1,2,0,0,0,quadratic_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:04,valid solution
8,Mat_knapsack2,9,9,81,1,2,0,0,0,permutation_model,cp-sat,1,unknown,equal by permutation,fractional_multidim_knapsack/,unknown, ,no result file
9,Mat_knapsack2,9,9,81,1,2,0,0,0,permutation_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
10,Mat_knapsack2,9,9,81,1,2,0,0,0,permutation_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
11,Mat_knapsack2,9,9,81,1,2,0,0,0,permutation_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
12,Mat_knapsack2,9,9,81,1,2,0,0,0,algo,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
13,Mat_knapsack2,9,9,81,1,2,0,0,0,algo_enhanced,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
14,Mat_knapsack3,11,9,99,3,3,0,0,0,theorem_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:14,valid solution
15,Mat_knapsack3,11,9,99,3,3,0,0,0,theorem_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
16,Mat_knapsack3,11,9,99,3,3,0,0,0,theorem_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
17,Mat_knapsack3,11,9,99,3,3,0,0,0,theorem_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
18,Mat_knapsack3,11,9,99,3,3,0,0,0,quadratic_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:05,valid solution
19,Mat_knapsack3,11,9,99,3,3,0,0,0,quadratic_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
20,Mat_knapsack3,11,9,99,3,3,0,0,0,quadratic_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:02,valid solution
21,Mat_knapsack3,11,9,99,3,3,0,0,0,quadratic_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:04,valid solution
22,Mat_knapsack3,11,9,99,3,3,0,0,0,permutation_model,cp-sat,1,unknown,equal by permutation,fractional_multidim_knapsack/,unknown, ,no result file
23,Mat_knapsack3,11,9,99,3,3,0,0,0,permutation_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:02,valid solution
24,Mat_knapsack3,11,9,99,3,3,0,0,0,permutation_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
25,Mat_knapsack3,11,9,99,3,3,0,0,0,permutation_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
26,Mat_knapsack3,11,9,99,3,3,0,0,0,algo,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
27,Mat_knapsack3,11,9,99,3,3,0,0,0,algo_enhanced,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
28,Mat_knapsack4,11,12,132,3,4,0,0,0,theorem_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:13,valid solution
29,Mat_knapsack4,11,12,132,3,4,0,0,0,theorem_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
30,Mat_knapsack4,11,12,132,3,4,0,0,0,theorem_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
31,Mat_knapsack4,11,12,132,3,4,0,0,0,theorem_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
32,Mat_knapsack4,11,12,132,3,4,0,0,0,quadratic_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:07,valid solution
33,Mat_knapsack4,11,12,132,3,4,0,0,0,quadratic_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
34,Mat_knapsack4,11,12,132,3,4,0,0,0,quadratic_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
35,Mat_knapsack4,11,12,132,3,4,0,0,0,quadratic_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
36,Mat_knapsack4,11,12,132,3,4,0,0,0,permutation_model,cp-sat,1,unknown,equal by permutation,fractional_multidim_knapsack/,unknown, ,no result file
37,Mat_knapsack4,11,12,132,3,4,0,0,0,permutation_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:02,valid solution
38,Mat_knapsack4,11,12,132,3,4,0,0,0,permutation_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
39,Mat_knapsack4,11,12,132,3,4,0,0,0,permutation_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
40,Mat_knapsack4,11,12,132,3,4,0,0,0,algo,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
41,Mat_knapsack4,11,12,132,3,4,0,0,0,algo_enhanced,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
42,Mat_knapsack5,14,13,182,4,2,0,0,0,theorem_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:13,valid solution
43,Mat_knapsack5,14,13,182,4,2,0,0,0,theorem_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:02,valid solution
44,Mat_knapsack5,14,13,182,4,2,0,0,0,theorem_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
45,Mat_knapsack5,14,13,182,4,2,0,0,0,theorem_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
46,Mat_knapsack5,14,13,182,4,2,0,0,0,quadratic_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:07,valid solution
47,Mat_knapsack5,14,13,182,4,2,0,0,0,quadratic_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
48,Mat_knapsack5,14,13,182,4,2,0,0,0,quadratic_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
49,Mat_knapsack5,14,13,182,4,2,0,0,0,quadratic_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
50,Mat_knapsack5,14,13,182,4,2,0,0,0,permutation_model,cp-sat,1,unknown,equal by permutation,fractional_multidim_knapsack/,unknown, ,no result file
51,Mat_knapsack5,14,13,182,4,2,0,0,0,permutation_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:04,valid solution
52,Mat_knapsack5,14,13,182,4,2,0,0,0,permutation_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
53,Mat_knapsack5,14,13,182,4,2,0,0,0,permutation_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
54,Mat_knapsack5,14,13,182,4,2,0,0,0,algo,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
55,Mat_knapsack5,14,13,182,4,2,0,0,0,algo_enhanced,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
56,Mat_knapsack6,17,13,221,3,5,0,0,0,theorem_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:13,valid solution
57,Mat_knapsack6,17,13,221,3,5,0,0,0,theorem_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:05,valid solution
58,Mat_knapsack6,17,13,221,3,5,0,0,0,theorem_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
59,Mat_knapsack6,17,13,221,3,5,0,0,0,theorem_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
60,Mat_knapsack6,17,13,221,3,5,0,0,0,quadratic_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:07,valid solution
61,Mat_knapsack6,17,13,221,3,5,0,0,0,quadratic_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:02,valid solution
62,Mat_knapsack6,17,13,221,3,5,0,0,0,quadratic_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
63,Mat_knapsack6,17,13,221,3,5,0,0,0,quadratic_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
64,Mat_knapsack6,17,13,221,3,5,0,0,0,permutation_model,cp-sat,1,unknown,equal by permutation,fractional_multidim_knapsack/,unknown, ,no result file
65,Mat_knapsack6,17,13,221,3,5,0,0,0,permutation_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:07,valid solution
66,Mat_knapsack6,17,13,221,3,5,0,0,0,permutation_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
67,Mat_knapsack6,17,13,221,3,5,0,0,0,permutation_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
68,Mat_knapsack6,17,13,221,3,5,0,0,0,algo,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
69,Mat_knapsack6,17,13,221,3,5,0,0,0,algo_enhanced,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
70,Mat_knapsack7,18,15,270,3,3,0,0,0,theorem_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:13,valid solution
71,Mat_knapsack7,18,15,270,3,3,0,0,0,theorem_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:06,valid solution
72,Mat_knapsack7,18,15,270,3,3,0,0,0,theorem_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
73,Mat_knapsack7,18,15,270,3,3,0,0,0,theorem_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
74,Mat_knapsack7,18,15,270,3,3,0,0,0,quadratic_model,cp-sat,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:07,valid solution
75,Mat_knapsack7,18,15,270,3,3,0,0,0,quadratic_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:03,valid solution
76,Mat_knapsack7,18,15,270,3,3,0,0,0,quadratic_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
77,Mat_knapsack7,18,15,270,3,3,0,0,0,quadratic_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
78,Mat_knapsack7,18,15,270,3,3,0,0,0,permutation_model,cp-sat,1,unknown,equal by permutation,fractional_multidim_knapsack/,unknown, ,no result file
79,Mat_knapsack7,18,15,270,3,3,0,0,0,permutation_model,coinbc,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:10,valid solution
80,Mat_knapsack7,18,15,270,3,3,0,0,0,permutation_model,chuffed,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:01,valid solution
81,Mat_knapsack7,18,15,270,3,3,0,0,0,permutation_model,gecode,10,no,equal by permutation,fractional_multidim_knapsack/,equivalent,00:00:00,valid solution
82,Mat_knapsack7,18,15,270,3,3,0,0,0,algo,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
83,Mat_knapsack7,18,15,270,3,3,0,0,0,algo_enhanced,no_solver,10,solved-without-timeout,eq,fractional_multidim_knapsack/,equivalent,0:0:0,valid-solution
