,instance name,number of variables,number of constraints,size,number of permuted constraints,number of permuted variables,number of permuted coef variables,number of modified coef variables,number of scaled constraints,model,solver,max scale,timeout with no decision,type of instance,origin of the MPS,result of the test,execution time,total hour,validation,luby_cst,seed
1120,adlittle,98,68,6664,17,22,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1121,share2b,80,107,8560,24,8,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,10:0:26,10,valid-solution,20,381072
1122,blend,84,116,9744,32,26,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,10:43:35,10,approximate-solution,20,381072
1123,sc105,104,151,15704,48,19,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1124,stocfor1,112,165,18480,38,5,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1125,israel,143,164,23452,36,30,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1126,scagr7,141,180,25380,29,19,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1127,fit1d,1027,26,26702,5,119,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:3:44,0,valid-solution,20,381072
1128,recipe,181,159,28779,52,52,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1129,boeing2,163,185,30155,2,13,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1130,share1b,226,197,44522,3,43,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1131,vtp.base,204,250,51000,76,69,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1132,e226,283,206,58298,54,19,0,0,0,luby_test,no_solver,10,solved-without-timeout,eq,netlib/,equivalent,0:1:36,0,valid-solution,20,381072
1133,sc205,204,295,60180,90,20,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1134,beaconfd,263,264,69432,82,67,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1135,lotfi,309,242,74778,69,42,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1136,brandy,250,305,76250,98,73,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1137,agg,164,495,81180,60,32,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1138,grow7,302,281,84862,50,55,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1139,forplan,423,246,104058,72,95,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1140,scsd1,761,155,117955,21,224,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1141,bore3d,316,381,120396,133,100,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1142,capri,354,404,143016,113,1,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1143,agg3,303,545,165135,171,102,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1144,agg2,303,545,165135,180,97,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1145,sctap1,481,421,202501,137,89,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1146,scorpion,359,565,202835,127,116,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1147,boeing1,474,446,211404,107,136,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1148,scfxm1,458,469,214802,94,16,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1149,bandm,473,539,254947,168,99,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1150,stair,468,566,264888,150,26,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1151,fit2d,10501,27,283527,7,2063,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1152,finnis,615,522,321030,167,147,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1153,scagr25,501,648,324648,154,145,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1154,degen2,535,666,356310,118,27,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1155,tuff,588,622,365736,183,155,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1156,grow15,646,601,388246,168,121,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1157,scsd6,1351,295,398545,16,420,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1158,etamacro,689,673,463697,191,182,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1159,standata,1076,516,555216,63,283,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1160,standgub,1185,520,616200,120,250,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1161,pilot4,1001,682,682682,208,182,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1162,fffff800,855,829,708795,192,224,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1163,standmps,1076,732,787632,34,296,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1164,grow22,947,881,834307,265,251,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1165,ship04s,1459,573,836007,188,318,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1166,scfxm2,915,937,857355,282,165,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1167,bnl1,1176,821,965496,261,325,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1168,scrs8,1170,863,1009710,169,154,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1169,seba,1036,1030,1067080,227,82,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1170,gfrd-pnc,1093,1133,1238369,224,77,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1171,wood1p,2595,487,1263765,107,555,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1172,perold,1377,1117,1538109,20,419,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1173,ship04l,2119,749,1587131,115,641,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1174,maros,1444,1147,1656268,132,180,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1175,shell,1776,1071,1902096,342,485,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1176,scfxm3,1372,1405,1927660,308,248,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1177,25fv47,1572,1276,2005872,328,502,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1178,fit1p,1678,1255,2105890,357,369,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1179,ship08s,2388,885,2113380,266,489,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1180,scsd8,2751,795,2187045,267,832,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1181,modszk1,1621,1373,2225633,335,223,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1182,ship12s,2764,1045,2888380,175,902,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1183,sctap2,1881,1561,2936241,361,269,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1184,pilot.ja,1989,1598,3178422,436,562,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1185,sierra,2037,1756,3576972,273,484,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1186,pilotnov,2173,1673,3635429,259,720,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1187,pilot.we,2790,1306,3643740,208,294,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1188,nesm,3012,1231,3707772,246,91,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1189,ganges,1682,2250,3784500,482,383,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1190,degen3,1819,2221,4039999,639,407,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1191,czprob,3524,1439,5071036,241,1013,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1192,d6cube,6185,829,5127365,86,1675,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1193,sctap3,2481,2101,5212581,610,620,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1194,pilot,3653,1671,6104163,229,1208,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1195,ship08l,4284,1429,6121836,469,929,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1196,stocfor2,2032,3285,6675120,1063,624,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1197,cycle,2858,3119,8914102,1034,606,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1198,ship12l,5428,1789,9710692,510,1451,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1199,pilot87,4884,2256,11018304,175,1594,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1200,bnl2,3490,3512,12256880,749,1082,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1201,woodw,8406,2183,18350298,474,2342,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1202,d2q06c,5168,3596,18584128,619,563,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1203,80bau3b,9800,2103,20609400,194,2127,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1204,greenbea,5406,4450,24056700,1124,64,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1205,greenbeb,5406,4450,24056700,1318,1168,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1206,maros-r7,9409,6273,59022657,1415,1797,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1207,fit2p,13526,6001,81169526,1037,1915,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1208,dfl001,12231,12143,148521033,2542,1100,0,0,0,luby_test,no_solver,1,unknown,equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1209,afiro,33,34,1122,8,6,86,5,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1210,kb2,42,60,2520,12,5,109,14,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1211,sc50b,49,71,3479,18,4,126,12,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1212,sc50a,49,71,3479,12,9,267,4,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1213,adlittle,98,68,6664,20,27,27,6,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1214,share2b,80,107,8560,31,17,261,0,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1215,blend,84,116,9744,36,23,456,17,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1216,sc105,104,151,15704,4,19,794,19,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1217,stocfor1,112,165,18480,56,13,232,23,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:0,0,no-solution-to-validate,20,381072
1218,israel,143,164,23452,48,43,1338,3,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:2,0,no-solution-to-validate,20,381072
1219,scagr7,141,180,25380,45,26,1024,25,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:1,0,no-solution-to-validate,20,381072
1220,fit1d,1027,26,26702,6,111,803,1,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:3:29,0,no-solution-to-validate,20,381072
1221,recipe,181,159,28779,21,52,1329,36,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:1,0,no-solution-to-validate,20,381072
1222,boeing2,163,185,30155,9,25,1914,33,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:2,0,no-solution-to-validate,20,381072
1223,share1b,226,197,44522,52,1,3464,36,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:4,0,no-solution-to-validate,20,381072
1224,vtp.base,204,250,51000,54,59,496,3,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1225,e226,283,206,58298,61,63,1590,24,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:8,0,no-solution-to-validate,20,381072
1226,sc205,204,295,60180,91,47,3705,9,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1227,beaconfd,263,264,69432,89,86,1448,11,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:15,0,no-solution-to-validate,20,381072
1228,lotfi,309,242,74778,59,73,2923,8,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:8,0,no-solution-to-validate,20,381072
1229,brandy,250,305,76250,89,54,4360,19,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:10,0,no-solution-to-validate,20,381072
1230,agg,164,495,81180,27,32,7483,56,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:13,0,no-solution-to-validate,20,381072
1231,grow7,302,281,84862,20,84,1553,37,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:13,0,no-solution-to-validate,20,381072
1232,forplan,423,246,104058,60,135,115,23,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:37,0,no-solution-to-validate,20,381072
1233,scsd1,761,155,117955,13,155,5955,27,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:56,0,no-solution-to-validate,20,381072
1234,bore3d,316,381,120396,117,63,332,2,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:15,0,no-solution-to-validate,20,381072
1235,capri,354,404,143016,109,101,3572,95,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:20,0,no-solution-to-validate,20,381072
1236,agg3,303,545,165135,122,58,3574,17,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:35,0,no-solution-to-validate,20,381072
1237,agg2,303,545,165135,86,28,496,10,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:32,0,no-solution-to-validate,20,381072
1238,sctap1,481,421,202501,108,137,10661,65,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:30,0,no-solution-to-validate,20,381072
1239,scorpion,359,565,202835,172,104,1936,86,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:27,0,no-solution-to-validate,20,381072
1240,boeing1,474,446,211404,127,101,4905,111,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:47,0,no-solution-to-validate,20,381072
1241,scfxm1,458,469,214802,106,61,4866,24,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:39,0,no-solution-to-validate,20,381072
1242,bandm,473,539,254947,53,147,8231,32,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:56,0,no-solution-to-validate,20,381072
1243,stair,468,566,264888,38,48,7586,119,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:53,0,no-solution-to-validate,20,381072
1244,fit2d,10501,27,283527,6,542,270746,0,0,luby_test,no_solver,1,unknown,not equal by permutation,netlib/,unknown, ,72,no result file,20,381072
1245,finnis,615,522,321030,172,63,2473,85,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:54,0,no-solution-to-validate,20,381072
1246,scagr25,501,648,324648,151,157,19995,5,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:0:56,0,no-solution-to-validate,20,381072
1247,degen2,535,666,356310,26,131,4207,162,0,luby_test,no_solver,10,solved-without-timeout,not_eq,netlib/,not-equivalent,0:1:26,0,no-solution-to-validate,20,381072
